tis_number,tis_name_th,num_manufacturing_licenses,num_manufacturing_entrepreneurs,num_import_licenses,num_import_entrepreneurs,num_display_licenses,num_display_entrepreneurs,total_licenses,snapshot_date
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,0,0,0,0,1,1,1,2025-11-01
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,0,0,0,0,2,2,2,2025-11-01
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,0,0,0,0,2,1,2,2025-11-01
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,0,0,0,0,3,2,3,2025-11-01
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,0,0,0,0,1,1,1,2025-11-01
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,0,0,8,7,0,0,8,2025-11-01
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,8,8,50,31,0,0,58,2025-11-01
3056-2563,มอร์ตาร์ฉาบผิวบาง,0,0,0,0,13,13,13,2025-11-01
306-2541,วงล้อรถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01
3078-2563,มาตรวัดน้ำ,0,0,0,0,4,4,4,2025-11-01
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,0,0,0,0,2,1,2,2025-11-01
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,0,0,0,0,2,2,2,2025-11-01
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,0,0,0,0,1,1,1,2025-11-01
3202-2564,คอนกรีตแห้งสำเร็จรูป,0,0,0,0,5,4,5,2025-11-01
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,0,0,0,0,1,1,1,2025-11-01
321-2560,กระดาษทำลูกฟูก,0,0,0,0,7,6,7,2025-11-01
324-2522,ซี่ล้อรถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,30,21,63,40,0,0,93,2025-11-01
3246-2564,ไนโตรเจนทางการแพทย์,0,0,0,0,6,2,6,2025-11-01
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,0,0,0,0,6,6,6,2025-11-01
327-2553,สีเคลือบเงาแอลคีด,0,0,0,0,31,26,31,2025-11-01
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,0,0,0,0,2,2,2,2025-11-01
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,1,1,0,0,1,1,2,2025-11-01
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,0,0,0,0,1,1,1,2025-11-01
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,0,0,0,0,2,2,2,2025-11-01
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,120,27,16,9,0,0,136,2025-11-01
334-2528,โซ่รถจักรยานยนต์,0,0,0,0,4,3,4,2025-11-01
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,0,0,0,0,1,1,1,2025-11-01
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,0,0,0,0,1,1,1,2025-11-01
337-2545,กลีเซอรีนบริสุทธิ์,0,0,0,0,2,2,2,2025-11-01
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,0,0,0,0,2,2,2,2025-11-01
340-2528,ท่อไอเสียรถยนต์,0,0,0,0,1,1,1,2025-11-01
341-2543,ท่อไอเสียรถจักรยานยนต์,54,42,39,16,0,0,93,2025-11-01
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,0,0,0,0,4,3,4,2025-11-01
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,0,0,0,0,1,1,1,2025-11-01
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,0,0,0,0,1,1,1,2025-11-01
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,0,0,0,0,1,1,1,2025-11-01
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,6,6,6,6,0,0,12,2025-11-01
3459-2565,โซ่เหล็กกล้า,0,0,0,0,1,1,1,2025-11-01
3460-2565,เชื้อเพลิงขยะ,0,0,0,0,2,1,2,2025-11-01
348-2559,เหล็กลวดคาร์บอนต่ำ,9,8,2,2,0,0,11,2025-11-01
349-2561,เหล็กลวดคาร์บอนสูง,0,0,0,0,2,2,2,2025-11-01
351-2527,โซ่รถจักรยาน,0,0,0,0,1,1,1,2025-11-01
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,0,0,0,0,5,5,5,2025-11-01
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,0,0,0,0,1,1,1,2025-11-01
356-2531,น้ำมันเครื่อง,0,0,0,0,4,1,4,2025-11-01
357-2551,สีรองพื้นสำหรับงานไม้,0,0,0,0,4,3,4,2025-11-01
3584-2566,ผนังกระจก,0,0,0,0,1,1,1,2025-11-01
3586-2566,แผ่นพีวีซีมุงหลังคา,0,0,0,0,1,1,1,2025-11-01
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,0,0,0,0,1,1,1,2025-11-01
365-2532,ตะกั่วบัดกรี : แท่ง,0,0,0,0,2,2,2,2025-11-01
3656-2566,กล่องลวดตาข่าย,0,0,0,0,8,8,8,2025-11-01
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,39,21,304,68,0,0,343,2025-11-01
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,0,0,0,0,14,14,14,2025-11-01
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,28,26,108,55,0,0,136,2025-11-01
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,23,5,13,4,0,0,36,2025-11-01
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,0,0,0,0,30,9,30,2025-11-01
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),1,1,6,6,0,0,7,2025-11-01
378-2531,กระเบื้องคอนกรีตปูพื้น,0,0,0,0,43,36,43,2025-11-01
379-2556,กระเบื้องหินขัดชนิดสองชั้น,0,0,0,0,4,4,4,2025-11-01
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,0,0,0,0,34,15,34,2025-11-01
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,0,0,0,0,29,14,29,2025-11-01
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,0,0,0,0,17,16,17,2025-11-01
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,0,0,0,0,1,1,1,2025-11-01
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,0,0,0,0,609,351,609,2025-11-01
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,0,0,0,0,13,12,13,2025-11-01
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,0,0,0,0,18,10,18,2025-11-01
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,0,0,0,0,9,9,9,2025-11-01
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2,2,4,4,0,0,6,2025-11-01
400-2566,เส้นหมี่,0,0,0,0,1,1,1,2025-11-01
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,0,0,0,0,1,1,1,2025-11-01
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,0,0,0,0,2,2,2,2025-11-01
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,0,0,0,0,27,12,27,2025-11-01
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,3,3,3,1,0,0,6,2025-11-01
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,0,0,0,0,11,11,11,2025-11-01
415-2551,สีจราจร,0,0,0,0,20,16,20,2025-11-01
418-2525,โซ่ส่งกำลัง,0,0,0,0,1,1,1,2025-11-01
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,10,8,32,19,0,0,42,2025-11-01
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,0,0,0,0,1,1,1,2025-11-01
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,0,0,0,0,17,14,17,2025-11-01
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,0,0,0,0,1,1,1,2025-11-01
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,0,0,0,0,15,11,15,2025-11-01
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,0,0,0,0,27,19,27,2025-11-01
436-2525,ตู้เหล็กเก็บบัตรดัชนี,0,0,0,0,2,1,2,2025-11-01
437-2529,ตู้นิรภัยกันไฟแบบประตู,0,0,0,0,31,8,31,2025-11-01
438-2556,ถุงเท้าใช้งานทั่วไป,0,0,0,0,3,3,3,2025-11-01
439-2556,ถุงเท้านักเรียน,0,0,0,0,3,3,3,2025-11-01
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,0,0,0,0,1,1,1,2025-11-01
444-2549,วุ้นเส้น,0,0,0,0,3,2,3,2025-11-01
45-2552,ยาสีฟัน,0,0,0,0,1,1,1,2025-11-01
463-2544,สารละลายซอร์บิทอล,0,0,0,0,1,1,1,2025-11-01
464-2544,กรดซิทริก,0,0,0,0,2,2,2,2025-11-01
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,0,0,0,0,7,6,7,2025-11-01
469-2561,สีซีเมนต์,0,0,0,0,2,2,2,2025-11-01
47-2561,น้ำมันและไขมันสำหรับบริโภค,0,0,0,0,2,2,2,2025-11-01
470-2526,น้ำผึ้ง,0,0,0,0,2,2,2,2025-11-01
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,0,0,0,0,2,1,2,2025-11-01
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,0,0,0,0,7,6,7,2025-11-01
486-2527,ใยแก้ว,0,0,0,0,2,2,2,2025-11-01
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,0,0,0,0,7,6,7,2025-11-01
496-2553,ทินเนอร์สำหรับแล็กเกอร์,22,21,0,0,0,0,22,2025-11-01
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,62,50,154,77,0,0,216,2025-11-01
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,0,0,0,0,2,1,2,2025-11-01
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,0,0,0,0,3,2,3,2025-11-01
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,21,20,2,2,0,0,23,2025-11-01
514-2531,เชือกลวดเหล็กกล้า,0,0,0,0,23,4,23,2025-11-01
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,0,0,0,0,1,1,1,2025-11-01
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,0,0,0,0,4,3,4,2025-11-01
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,12,12,0,0,0,0,12,2025-11-01
521-2527,กาวยาง,0,0,0,0,7,7,7,2025-11-01
523-2564,รองเท้าหนังนิรภัย,0,0,0,0,10,10,10,2025-11-01
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,77,61,249,83,0,0,326,2025-11-01
53-2548,ไม้ขีดไฟ,2,2,8,5,0,0,10,2025-11-01
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,16,14,2,1,0,0,18,2025-11-01
535-2556,กระเบื้องคอนกรีตมุงหลังคา,0,0,0,0,15,6,15,2025-11-01
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,0,0,0,0,4,4,4,2025-11-01
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,4,3,0,0,0,0,4,2025-11-01
540-2564,ออกซิเจนทางการแพทย์,114,98,0,0,0,0,114,2025-11-01
541-2562,ออกซิเจนอุตสาหกรรม,0,0,0,0,16,10,16,2025-11-01
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,0,0,0,0,58,57,58,2025-11-01
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,0,0,0,0,24,21,24,2025-11-01
545-2528,กระดาษคาร์บอน,0,0,0,0,9,4,9,2025-11-01
547-2541,อิฐทนไฟไฟร์เคลย์,0,0,0,0,3,2,3,2025-11-01
548-2541,อิฐทนไฟอะลูมินาสูง,0,0,0,0,2,2,2,2025-11-01
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,0,0,0,0,3,2,3,2025-11-01
56-2560,น้ำตาลทราย,0,0,0,0,48,42,48,2025-11-01
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,0,0,0,0,7,7,7,2025-11-01
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,0,0,0,0,5,5,5,2025-11-01
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,0,0,0,0,1,1,1,2025-11-01
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,0,0,0,0,2,2,2,2025-11-01
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,0,0,0,0,14,13,14,2025-11-01
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,0,0,0,0,5,4,5,2025-11-01
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,0,0,0,0,80,59,80,2025-11-01
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,0,0,0,0,63,60,63,2025-11-01
59-2561,อิฐคอนกรีต,0,0,0,0,3,3,3,2025-11-01
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,0,0,0,0,9,9,9,2025-11-01
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,0,0,0,0,5,3,5,2025-11-01
598-2566,มอร์ตาร์สำหรับก่อ,0,0,0,0,12,7,12,2025-11-01
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,0,0,0,0,1,1,1,2025-11-01
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,0,0,0,0,4,4,4,2025-11-01
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,0,0,0,0,1,1,1,2025-11-01
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,5,5,4,4,0,0,9,2025-11-01
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,1,1,39,22,0,0,40,2025-11-01
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,0,0,85,41,0,0,85,2025-11-01
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,0,0,7,5,0,0,7,2025-11-01
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,0,0,0,0,3,3,3,2025-11-01
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,22,22,148,99,0,0,170,2025-11-01
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,1,1,69,43,0,0,70,2025-11-01
605-2552,ผลิตภัณฑ์ชำระล้าง,0,0,0,0,3,3,3,2025-11-01
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,0,0,0,0,1,1,1,2025-11-01
610-2552,น้ำยาลอกสี,0,0,0,0,1,1,1,2025-11-01
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,0,0,0,0,9,4,9,2025-11-01
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,0,0,0,0,10,8,10,2025-11-01
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,0,0,0,0,1,1,1,2025-11-01
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,0,0,0,0,1,1,1,2025-11-01
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,31,30,627,225,0,0,658,2025-11-01
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,0,0,0,0,8,6,8,2025-11-01
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,0,0,0,0,9,7,9,2025-11-01
632-2551,พอลิไวนิลคลอไรด์เรซิน,0,0,0,0,2,2,2,2025-11-01
633-2531,ลูกยางสีข้าว,0,0,0,0,2,1,2,2025-11-01
638-2563,แป้งข้าวเจ้า,0,0,0,0,3,3,3,2025-11-01
639-2563,แป้งข้าวเหนียว,0,0,0,0,3,3,3,2025-11-01
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,0,0,0,0,11,7,11,2025-11-01
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,0,0,0,0,4,4,4,2025-11-01
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,0,0,0,0,3,3,3,2025-11-01
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,0,0,0,0,1,1,1,2025-11-01
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,0,0,0,0,2,2,2,2025-11-01
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,0,0,0,0,3,3,3,2025-11-01
651-2535,ยางในรถยนต์,0,0,0,0,14,3,14,2025-11-01
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,0,0,0,0,1,1,1,2025-11-01
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,429,398,375,204,0,0,804,2025-11-01
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,26,24,46,39,0,0,72,2025-11-01
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,30,29,100,45,0,0,130,2025-11-01
659-2529,เหล็กฉากเจาะรู,0,0,0,0,4,4,4,2025-11-01
660-2529,บันไดอะลูมิเนียม,0,0,0,0,3,3,3,2025-11-01
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,20,14,12,11,0,0,32,2025-11-01
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,149,148,1443,399,0,0,1592,2025-11-01
689-2530,ได-2-เอทิลเฮกซิลทาเลต,0,0,0,0,2,1,2,2025-11-01
691-2547,สีอีพอกซีสำหรับงานทั่วไป,0,0,0,0,12,11,12,2025-11-01
692-2560,กำมะถันสำหรับอุตสาหกรรม,0,0,0,0,2,2,2,2025-11-01
696-2530,ลูกกวาดและทอฟฟี่,0,0,0,0,1,1,1,2025-11-01
697-2530,ยางหุ้มขอบกระจกรถยนต์,0,0,0,0,1,1,1,2025-11-01
71-2532,ลวดเหล็กเคลือบสังกะสี,0,0,0,0,12,9,12,2025-11-01
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,0,0,0,0,2,1,2,2025-11-01
713-2541,จาระบี,0,0,0,0,1,1,1,2025-11-01
716-2532,ลวดเย็บกระดาษ,0,0,0,0,5,2,5,2025-11-01
717-2530,เครื่องเย็บกระดาษ,0,0,0,0,1,1,1,2025-11-01
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,0,0,0,0,3,3,3,2025-11-01
719-2530,แบตเตอรี่รถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,22,6,182,52,0,0,204,2025-11-01
727-2551,สีโคลทาร์อีพ็อกซี,0,0,0,0,5,5,5,2025-11-01
729-2553,กระสอบพลาสติก,0,0,0,0,3,3,3,2025-11-01
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,0,0,0,0,3,2,3,2025-11-01
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,0,0,0,0,7,2,7,2025-11-01
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,0,0,0,0,5,3,5,2025-11-01
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,0,0,0,0,7,5,7,2025-11-01
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,0,0,0,0,91,53,91,2025-11-01
738-2547,นมสด,0,0,0,0,2,2,2,2025-11-01
739-2563,สีสังเคราะห์ : สีไดเร็กต์,11,11,36,14,0,0,47,2025-11-01
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,8,8,109,29,0,0,117,2025-11-01
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,0,0,0,0,5,5,5,2025-11-01
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,0,0,0,0,36,36,36,2025-11-01
75-2560,ปุ๋ยเคมี,0,0,0,0,1,1,1,2025-11-01
756-2535,กุญแจลูกบิด,0,0,0,0,17,10,17,2025-11-01
757-2531,กุญแจคล้องสายยู,0,0,0,0,1,1,1,2025-11-01
758-2551,กระดาษหนังสือพิมพ์,0,0,0,0,1,1,1,2025-11-01
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,0,0,0,0,18,11,18,2025-11-01
76-2517,ลวดหนามเคลือบสังกะสี,0,0,0,0,2,2,2,2025-11-01
760-2563,สีสังเคราะห์ : สีแวต,2,2,38,18,0,0,40,2025-11-01
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,0,0,0,0,1,1,1,2025-11-01
769-2533,ผ้ามุ้ง,0,0,0,0,4,4,4,2025-11-01
77-2565,อิฐก่อสร้างสามัญ,0,0,0,0,16,16,16,2025-11-01
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,0,0,0,0,3,2,3,2025-11-01
773-2531,ดอกไม้ประดิษฐ์,0,0,0,0,2,1,2,2025-11-01
776-2552,หลอดพลาสติกสำหรับอาหาร,0,0,0,0,2,2,2,2025-11-01
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,0,0,0,0,1,1,1,2025-11-01
