tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,total_licenses,num_manufacturing_licenses_diff,num_manufacturing_licenses_pct_change,num_import_licenses_diff,num_import_licenses_pct_change,num_display_licenses_diff,num_display_licenses_pct_change,total_licenses_diff,total_licenses_pct_change
716-2532,ลวดเย็บกระดาษ,2025-11-01,0,0,5,5,,,,,,,,
717-2530,เครื่องเย็บกระดาษ,2025-11-01,0,0,1,1,,,,,,,,
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,2025-11-01,0,0,3,3,,,,,,,,
719-2530,แบตเตอรี่รถจักรยานยนต์,2025-11-01,0,0,1,1,,,,,,,,
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,2025-11-01,22,182,0,204,,,,,,,,
727-2551,สีโคลทาร์อีพ็อกซี,2025-11-01,0,0,5,5,,,,,,,,
729-2553,กระสอบพลาสติก,2025-11-01,0,0,3,3,,,,,,,,
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,2025-11-01,0,0,3,3,,,,,,,,
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,2025-11-01,0,0,7,7,,,,,,,,
732-2531,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมเหล็กหล่อด้วยอาร์ก,2025-11-01,0,0,5,5,,,,,,,,
733-2530,สารเคมีผสมเพิ่มสำหรับคอนกรีต,2025-11-01,0,0,7,7,,,,,,,,
737-2549,ตะแกรงเหล็กกล้าเชื่อมติดเสริมคอนกรีต,2025-11-01,0,0,91,91,,,,,,,,
738-2547,นมสด,2025-11-01,0,0,2,2,,,,,,,,
739-2563,สีสังเคราะห์ : สีไดเร็กต์,2025-11-01,11,36,0,47,,,,,,,,
740-2563,สีสังเคราะห์ : สีรีแอกทีฟ,2025-11-01,8,109,0,117,,,,,,,,
744-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: หน้าต่างอะลูมิเนียม,2025-11-01,0,0,5,5,,,,,,,,
747-2564,ลวดเหล็กกล้าดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,36,36,,,,,,,,
75-2560,ปุ๋ยเคมี,2025-11-01,0,0,1,1,,,,,,,,
756-2535,กุญแจลูกบิด,2025-11-01,0,0,17,17,,,,,,,,
757-2531,กุญแจคล้องสายยู,2025-11-01,0,0,1,1,,,,,,,,
758-2551,กระดาษหนังสือพิมพ์,2025-11-01,0,0,1,1,,,,,,,,
759-2531,บานพับสำหรับประตูและหน้าต่าง : บานพับสองปีก,2025-11-01,0,0,18,18,,,,,,,,
76-2517,ลวดหนามเคลือบสังกะสี,2025-11-01,0,0,2,2,,,,,,,,
760-2563,สีสังเคราะห์ : สีแวต,2025-11-01,2,38,0,40,,,,,,,,
764-2561,ชุดปีกผีเสื้อใช้ครั้งเดียว,2025-11-01,0,0,1,1,,,,,,,,
769-2533,ผ้ามุ้ง,2025-11-01,0,0,4,4,,,,,,,,
77-2565,อิฐก่อสร้างสามัญ,2025-11-01,0,0,16,16,,,,,,,,
770-2567,ท่อเหล็กกล้าเคลือบสังกะสีสำหรับใช้ร้อยสายไฟฟ้า,2025-11-01,0,0,3,3,,,,,,,,
773-2531,ดอกไม้ประดิษฐ์,2025-11-01,0,0,2,2,,,,,,,,
776-2552,หลอดพลาสติกสำหรับอาหาร,2025-11-01,0,0,2,2,,,,,,,,
777-2552,กระบอกฉีดยาผ่านใต้ผิวหนังปราศจากเชื้อชนิดใช้ครั้งเดียว,2025-11-01,0,0,1,1,,,,,,,,
778-2531,โครงบานเกล็ดหน้าต่างปรับได้,2025-11-01,0,0,6,6,,,,,,,,
78-2549,ผงซักฟอก,2025-11-01,34,22,0,56,,,,,,,,
787-2551,เครื่องยนต์ดีเซลขนาดเล็กระบายความร้อนด้วยน้ำ,2025-11-01,5,20,0,25,,,,,,,,
788-2531,ไส้หม้อกรองอากาศที่ใช้กับเครื่องยนต์สันดาปภายใน,2025-11-01,0,0,1,1,,,,,,,,
79-2529,กระเบื้องซีเมนต์ใยหินแผ่นลอน : ลอนคู่,2025-11-01,0,0,14,14,,,,,,,,
791-2565,เครื่องสุขภัณฑ์เซรามิก : อ่างล้างหน้า-ล้างมือ,2025-11-01,0,0,9,9,,,,,,,,
792-2554,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งราบ,2025-11-01,19,337,0,356,,,,,,,,
794-2567,เครื่องสุขภัณฑ์เซรามิก : โถส้วมนั่งยอง,2025-11-01,0,0,1,1,,,,,,,,
795-2564,เครื่องสุขภัณฑ์เซรามิก : โถปัสสาวะชาย,2025-11-01,0,0,9,9,,,,,,,,
796-2544,เครื่องสุขภัณฑ์วิเทรียสไชนา : โถชำระล้าง,2025-11-01,0,0,2,2,,,,,,,,
797-2565,เครื่องสุขภัณฑ์เซรามิก : อุปกรณ์ห้องน้ำ,2025-11-01,0,0,7,7,,,,,,,,
8-2564,ซอสปรุงรส,2025-11-01,0,0,1,1,,,,,,,,
80-2566,ปูนซีเมนต์ผสม,2025-11-01,0,0,15,15,,,,,,,,
800-2545,ยางขอบประตูรถยนต์,2025-11-01,0,0,1,1,,,,,,,,
801-2562,นั่งร้านท่อเหล็กกล้าแบบโครง,2025-11-01,0,0,2,2,,,,,,,,
803-2531,เชือกลวดเหล็กกล้าสำหรับลิฟต์,2025-11-01,0,0,7,7,,,,,,,,
805-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันต่ำ,2025-11-01,0,0,2,2,,,,,,,,
81-2548,ท่อซีเมนต์ใยหินชนิดทนความดัน,2025-11-01,0,0,3,3,,,,,,,,
812-2558,มอเตอร์คอมเพรสเซอร์ เฉพาะด้านความปลอดภัย,2025-11-01,15,583,0,598,,,,,,,,
816-2565,พอลิเอทิลีนเรซิน,2025-11-01,0,0,7,7,,,,,,,,
821-2554,ปากกาสีน้ำ,2025-11-01,0,0,1,1,,,,,,,,
824-2551,สวิตช์ไฟฟ้าใช้ในที่อยู่อาศัยและสิ่งติดตั้งทางไฟฟ้ายึดกับที่ที่คล้ายกัน : ข้อกำหนดทั่วไป,2025-11-01,35,176,0,211,,,,,,,,
826-2531,กระเบื้องซีเมนต์ปูพื้น,2025-11-01,0,0,52,52,,,,,,,,
827-2565,คอนกรีตบล็อกประสานปูพื้น,2025-11-01,0,0,13,13,,,,,,,,
828-2546,ชิ้นส่วนคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นประกอบ,2025-11-01,0,0,548,548,,,,,,,,
829-2563,วงกบและกรอบบานโลหะสำหรับประตูและหน้าต่าง: ประตูอะลูมิเนียม,2025-11-01,0,0,3,3,,,,,,,,
83-2561,น้ำส้มสายชู,2025-11-01,0,0,3,3,,,,,,,,
834-2556,สีโป๊ยานยนต์ : พอลิเอสเทอร์,2025-11-01,0,0,10,10,,,,,,,,
836-2534,โพลิสไตรีนเรซิน,2025-11-01,0,0,3,3,,,,,,,,
838-2531,สายไฟฟ้าสำหรับวงจรควบคุม,2025-11-01,0,0,13,13,,,,,,,,
84-2552,ชอล์กสำหรับกระดานดำ,2025-11-01,0,0,1,1,,,,,,,,
849-2566,ปูนซีเมนต์ปอร์ตแลนด์ปอซโซลาน,2025-11-01,0,0,2,2,,,,,,,,
85-2548,ตัวนำลวดกลมตีเกลียวร่วมศูนย์กลางสำหรับสายไฟฟ้าเหนือดิน,2025-11-01,11,2,0,13,,,,,,,,
851-2561,แอสฟัลต์ซีเมนต์สำหรับงานทาง,2025-11-01,0,0,23,23,,,,,,,,
854-2566,อ่างเหล็กกล้าไร้สนิมสำหรับล้างชาม,2025-11-01,0,0,2,2,,,,,,,,
862-2532,บานพับสำหรับหน้าต่าง : บานพับปรับมุมชนิดฝืด,2025-11-01,0,0,1,1,,,,,,,,
865-2544,คัตแบกแอสฟัลต์,2025-11-01,0,0,15,15,,,,,,,,
872-2532,หม้อกรองน้ำมันเครื่องชนิดถอดเปลี่ยนทั้งชุดสำหรับรถยนต์,2025-11-01,0,0,4,4,,,,,,,,
875-2565,เครื่องปรับความดันก๊าซปิโตรเลียมเหลว : ความดันสูง,2025-11-01,0,0,2,2,,,,,,,,
878-2566,แผ่นชิ้นไม้อัดซีเมนต์ : ความหนาแน่นสูง,2025-11-01,0,0,2,2,,,,,,,,
879-2553,ไฟแช็กก๊าซ,2025-11-01,5,34,0,39,,,,,,,,
880-2560,กระจกโฟลตใส,2025-11-01,8,101,0,109,,,,,,,,
882-2532,เครื่องดับเพลิงยกหิ้ว : โฟม,2025-11-01,5,5,0,10,,,,,,,,
885-2551,บัลลาสต์อิเล็กทรอนิกส์ใช้กับไฟฟ้ากระแสสลับสำหรับหลอดฟลูออเรสเซนซ์ เฉพาะด้านความปลอดภัย,2025-11-01,0,0,10,10,,,,,,,,
897-2564,ไฮโดรเจนเพอร์ออกไซด์สำหรับอุตสาหกรรม,2025-11-01,0,0,1,1,,,,,,,,
9-2550,ลูกแบดมินตัน,2025-11-01,0,0,2,2,,,,,,,,
900-2565,ถ่านกัมมันต์สำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,2,2,,,,,,,,
902 เล่ม 2(1)-2563,ดวงโคมไฟฟ้าติดประจำที่สำหรับจุดประสงค์ทั่วไป,2025-11-01,0,0,15,15,,,,,,,,
902 เล่ม 2(22)-2560,ดวงโคมไฟฟ้าฉุกเฉิน,2025-11-01,0,0,6,6,,,,,,,,
902 เล่ม 2(3)-2557,ดวงโคมไฟฟ้าสำหรับให้แสงสว่างบนถนน,2025-11-01,0,0,38,38,,,,,,,,
902 เล่ม 2(5)-2563,ดวงโคมไฟฟ้าสาดแสง,2025-11-01,0,0,11,11,,,,,,,,
909-2548,เครื่องตัดวงจรกระแสเหลือแบบมีอุปกรณ์ป้องกันกระแสเกิน สำหรับใช้ในที่อยู่อาศัยและใช้ในลักษณะที่คล้ายกัน,2025-11-01,33,105,0,138,,,,,,,,
910-2532,ท่อโพลิบิวทิลีนสำหรับใช้เป็นท่อน้ำดื่ม,2025-11-01,0,0,11,11,,,,,,,,
913-2550,แคปซูลเจลาตินชนิดแข็ง,2025-11-01,0,0,1,1,,,,,,,,
915 เล่ม 1-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 1 แบบกดล็อก,2025-11-01,0,0,2,2,,,,,,,,
915 เล่ม 2-2562,วาล์วถังก๊าซปิโตรเลียมเหลว เล่ม 2 แบบมือหมุน,2025-11-01,0,0,5,5,,,,,,,,
918-2535,อุปกรณ์และข้อต่อเหล็กหล่อเทาสำหรับท่อส่งน้ำชนิดทนความดัน,2025-11-01,0,0,395,395,,,,,,,,
92-2536,พัดลมไฟฟ้ากระแสสลับชนิดตั้งโต๊ะและติดผนัง,2025-11-01,0,0,12,12,,,,,,,,
921-2551,โต๊ะเทเบิลเทนนิส,2025-11-01,0,0,4,4,,,,,,,,
927-2533,แบไรต์สำหรับเจาะบ่อปิโตรเลียม,2025-11-01,0,0,1,1,,,,,,,,
93-2563,แหนบแผ่น - คุณลักษณะทางเทคนิค,2025-11-01,0,0,1,1,,,,,,,,
934-2558,พัดลมไฟฟ้ากระแสสลับ - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,144,433,0,577,,,,,,,,
940-2562,ลูกฟุตบอล,2025-11-01,0,0,4,4,,,,,,,,
941-2563,ลูกบาสเกตบอล,2025-11-01,0,0,4,4,,,,,,,,
942-2563,ลูกวอลเลย์บอล,2025-11-01,0,0,4,4,,,,,,,,
943-2564,ลวดเหล็กกล้าข้ออ้อยดึงเย็นเสริมคอนกรีต,2025-11-01,0,0,24,24,,,,,,,,
948-2556,แป้งถั่วเขียว,2025-11-01,0,0,1,1,,,,,,,,
95-2540,ลวดเหล็กกล้าสำหรับคอนกรีตอัดแรง,2025-11-01,30,6,0,36,,,,,,,,
950-2547,แอลกอฮอล์แข็งสำหรับใช้เป็นเชื้อเพลิง,2025-11-01,11,0,0,11,,,,,,,,
951-2533,แผ่นยางรองสะพาน,2025-11-01,0,0,5,5,,,,,,,,
952-2533,หมึกอัดสำเนา,2025-11-01,0,0,2,2,,,,,,,,
955 เล่ม 6-2554,สายไฟฟ้าหุ้มฉนวนยาง แรงดันไฟฟ้าที่กำหนดไม่เกิน 450/750 โวลต์ เล่ม 6 สายอิเล็กโทรดของเครื่องเชื่อมอาร์ก,2025-11-01,0,0,1,1,,,,,,,,
956-2557,หลอดฟลูออเรสเซนซ์ขั้วคู่ -คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,4,19,0,23,,,,,,,,
96 เล่ม 2-2560,แบตเตอรี่ปฐมภูมิ เล่ม 2 ข้อกำหนดคุณลักษณะทางรูปร่างและทางไฟฟ้า,2025-11-01,0,0,1,1,,,,,,,,
965-2560,กระจกเทมเปอร์,2025-11-01,52,128,0,180,,,,,,,,
967-2533,กระเทียมผง,2025-11-01,0,0,1,1,,,,,,,,
969-2562,หัวนมยางสำหรับขวดนม,2025-11-01,19,22,0,41,,,,,,,,
97-2557,ผ้าเบรกสำหรับยานยนต์,2025-11-01,0,0,7,7,,,,,,,,
971-2533,เสารั้วคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,10,10,,,,,,,,
975-2538,กระบอกไฮดรอลิกสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,16,16,,,,,,,,
980-2552,น้ำยางข้นธรรมชาติ,2025-11-01,0,0,1,1,,,,,,,,
982-2556,ท่อพอลิเอทิลีนสำหรับน้ำดื่ม,2025-11-01,0,0,62,62,,,,,,,,
989-2562,ถังเหล็กกล้าไร้สนิมสำหรับเก็บน้ำ,2025-11-01,0,0,6,6,,,,,,,,
998-2553,ภาชนะพลาสติกสำหรับบรรจุน้ำบริโภค,2025-11-01,0,0,6,6,,,,,,,,
999-2533,ท่อพีวีซีแข็งสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,6,6,,,,,,,,
