tis_number,tis_name_th,num_manufacturing_licenses,num_manufacturing_entrepreneurs,num_import_licenses,num_import_entrepreneurs,num_display_licenses,num_display_entrepreneurs,total_licenses,snapshot_date,num_total_entrepreneurs,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio
348-2559,เหล็กลวดคาร์บอนต่ำ,9,8,2,2,0,0,11,2025-11-01,10,0.22222219753086697,0.1818181652892577,0.8181817438016598,0.0
349-2561,เหล็กลวดคาร์บอนสูง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
351-2527,โซ่รถจักรยาน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
356-2531,น้ำมันเครื่อง,0,0,0,0,4,1,4,2025-11-01,1,0.0,0.0,0.0,0.9999997500000625
357-2551,สีรองพื้นสำหรับงานไม้,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
3584-2566,ผนังกระจก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3586-2566,แผ่นพีวีซีมุงหลังคา,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
365-2532,ตะกั่วบัดกรี : แท่ง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
3656-2566,กล่องลวดตาข่าย,0,0,0,0,8,8,8,2025-11-01,8,0.0,0.0,0.0,0.9999998750000157
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,39,21,304,68,0,0,343,2025-11-01,89,7.7948715950032925,0.8862973735093371,0.113702623575211,0.0
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,0,0,0,0,14,14,14,2025-11-01,14,0.0,0.0,0.0,0.9999999285714337
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,28,26,108,55,0,0,136,2025-11-01,81,3.85714271938776,0.7941176412197233,0.20588235142733566,0.0
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,23,5,13,4,0,0,36,2025-11-01,9,0.5652173667296797,0.36111110108024724,0.6388888711419759,0.0
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,0,0,0,0,30,9,30,2025-11-01,9,0.0,0.0,0.0,0.9999999666666678
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),1,1,6,6,0,0,7,2025-11-01,7,5.999994000006001,0.857142734693895,0.1428571224489825,0.0
378-2531,กระเบื้องคอนกรีตปูพื้น,0,0,0,0,43,36,43,2025-11-01,36,0.0,0.0,0.0,0.9999999767441866
379-2556,กระเบื้องหินขัดชนิดสองชั้น,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,0,0,0,0,34,15,34,2025-11-01,15,0.0,0.0,0.0,0.9999999705882362
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,0,0,0,0,29,14,29,2025-11-01,14,0.0,0.0,0.0,0.9999999655172426
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,0,0,0,0,17,16,17,2025-11-01,16,0.0,0.0,0.0,0.999999941176474
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,0,0,0,0,609,351,609,2025-11-01,351,0.0,0.0,0.0,0.9999999983579639
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,0,0,0,0,13,12,13,2025-11-01,12,0.0,0.0,0.0,0.9999999230769291
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,0,0,0,0,18,10,18,2025-11-01,10,0.0,0.0,0.0,0.9999999444444475
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,0,0,0,0,9,9,9,2025-11-01,9,0.0,0.0,0.0,0.9999998888889013
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2,2,4,4,0,0,6,2025-11-01,6,1.9999990000005,0.6666665555555741,0.33333327777778704,0.0
400-2566,เส้นหมี่,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,0,0,0,0,27,12,27,2025-11-01,12,0.0,0.0,0.0,0.9999999629629643
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,3,3,3,1,0,0,6,2025-11-01,4,0.9999996666667778,0.49999991666668053,0.49999991666668053,0.0
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,0,0,0,0,11,11,11,2025-11-01,11,0.0,0.0,0.0,0.9999999090909174
415-2551,สีจราจร,0,0,0,0,20,16,20,2025-11-01,16,0.0,0.0,0.0,0.9999999500000024
418-2525,โซ่ส่งกำลัง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,10,8,32,19,0,0,42,2025-11-01,27,3.1999996800000323,0.7619047437641728,0.238095232426304,0.0
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,0,0,0,0,17,14,17,2025-11-01,14,0.0,0.0,0.0,0.999999941176474
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,0,0,0,0,15,11,15,2025-11-01,11,0.0,0.0,0.0,0.9999999333333378
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,0,0,0,0,27,19,27,2025-11-01,19,0.0,0.0,0.0,0.9999999629629643
436-2525,ตู้เหล็กเก็บบัตรดัชนี,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
437-2529,ตู้นิรภัยกันไฟแบบประตู,0,0,0,0,31,8,31,2025-11-01,8,0.0,0.0,0.0,0.9999999677419364
438-2556,ถุงเท้าใช้งานทั่วไป,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
439-2556,ถุงเท้านักเรียน,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
444-2549,วุ้นเส้น,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
45-2552,ยาสีฟัน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
463-2544,สารละลายซอร์บิทอล,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
464-2544,กรดซิทริก,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,0,0,0,0,7,6,7,2025-11-01,6,0.0,0.0,0.0,0.9999998571428775
469-2561,สีซีเมนต์,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
47-2561,น้ำมันและไขมันสำหรับบริโภค,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
470-2526,น้ำผึ้ง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,0,0,0,0,7,6,7,2025-11-01,6,0.0,0.0,0.0,0.9999998571428775
486-2527,ใยแก้ว,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,0,0,0,0,7,6,7,2025-11-01,6,0.0,0.0,0.0,0.9999998571428775
496-2553,ทินเนอร์สำหรับแล็กเกอร์,22,21,0,0,0,0,22,2025-11-01,21,0.0,0.0,0.9999999545454565,0.0
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,62,50,154,77,0,0,216,2025-11-01,127,2.4838709276795012,0.7129629596622086,0.28703703570816186,0.0
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,21,20,2,2,0,0,23,2025-11-01,22,0.09523809070294806,0.08695651795841226,0.9130434385633287,0.0
514-2531,เชือกลวดเหล็กกล้า,0,0,0,0,23,4,23,2025-11-01,4,0.0,0.0,0.0,0.999999956521741
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,0,0,0,0,4,3,4,2025-11-01,3,0.0,0.0,0.0,0.9999997500000625
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,12,12,0,0,0,0,12,2025-11-01,12,0.0,0.0,0.9999999166666736,0.0
521-2527,กาวยาง,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
523-2564,รองเท้าหนังนิรภัย,0,0,0,0,10,10,10,2025-11-01,10,0.0,0.0,0.0,0.99999990000001
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,77,61,249,83,0,0,326,2025-11-01,144,3.2337661917692704,0.7638036786386391,0.23619631829387633,0.0
53-2548,ไม้ขีดไฟ,2,2,8,5,0,0,10,2025-11-01,7,3.999998000001,0.7999999200000081,0.19999998000000202,0.0
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,16,14,2,1,0,0,18,2025-11-01,15,0.12499999218750048,0.11111110493827195,0.8888888395061756,0.0
535-2556,กระเบื้องคอนกรีตมุงหลังคา,0,0,0,0,15,6,15,2025-11-01,6,0.0,0.0,0.0,0.9999999333333378
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,4,3,0,0,0,0,4,2025-11-01,3,0.0,0.0,0.9999997500000625,0.0
540-2564,ออกซิเจนทางการแพทย์,114,98,0,0,0,0,114,2025-11-01,98,0.0,0.0,0.9999999912280703,0.0
541-2562,ออกซิเจนอุตสาหกรรม,0,0,0,0,16,10,16,2025-11-01,10,0.0,0.0,0.0,0.9999999375000038
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,0,0,0,0,58,57,58,2025-11-01,57,0.0,0.0,0.0,0.999999982758621
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,0,0,0,0,24,21,24,2025-11-01,21,0.0,0.0,0.0,0.999999958333335
545-2528,กระดาษคาร์บอน,0,0,0,0,9,4,9,2025-11-01,4,0.0,0.0,0.0,0.9999998888889013
547-2541,อิฐทนไฟไฟร์เคลย์,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
548-2541,อิฐทนไฟอะลูมินาสูง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
56-2560,น้ำตาลทราย,0,0,0,0,48,42,48,2025-11-01,42,0.0,0.0,0.0,0.9999999791666672
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,0,0,0,0,7,7,7,2025-11-01,7,0.0,0.0,0.0,0.9999998571428775
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,0,0,0,0,14,13,14,2025-11-01,13,0.0,0.0,0.0,0.9999999285714337
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,0,0,0,0,5,4,5,2025-11-01,4,0.0,0.0,0.0,0.99999980000004
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,0,0,0,0,80,59,80,2025-11-01,59,0.0,0.0,0.0,0.9999999875000002
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,0,0,0,0,63,60,63,2025-11-01,60,0.0,0.0,0.0,0.9999999841269844
59-2561,อิฐคอนกรีต,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,0,0,0,0,9,9,9,2025-11-01,9,0.0,0.0,0.0,0.9999998888889013
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,0,0,0,0,5,3,5,2025-11-01,3,0.0,0.0,0.0,0.99999980000004
598-2566,มอร์ตาร์สำหรับก่อ,0,0,0,0,12,7,12,2025-11-01,7,0.0,0.0,0.0,0.9999999166666736
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
60335 เล่ม 2(13)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(13) ข้อกำหนดเฉพาะสำหรับเครื่องทอดน้ำมันท่วม กระทะทอด และเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน,5,5,4,4,0,0,9,2025-11-01,9,0.799999840000032,0.44444439506173394,0.5555554938271674,0.0
60335 เล่ม 2(23)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(23) ข้อกำหนดเฉพาะเครื่องใช้ไฟฟ้าสำหรับการดูแลผม ขน หรือผิว,1,1,39,22,0,0,40,2025-11-01,23,38.999961000039,0.9749999756250006,0.024999999375000016,0.0
60335 เล่ม 2(32)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(32) ข้อกำหนดเฉพาะสำหรับเครื่องนวดร่างกาย,0,0,85,41,0,0,85,2025-11-01,41,85000000.0,0.9999999882352942,0.0,0.0
60335 เล่ม 2(37)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(37) ข้อกำหนดเฉพาะสำหรับเครื่องทอดโดนัทเชิงพาณิชย์และเครื่องทอดน้ำมันท่วมเชิงพาณิชย์,0,0,7,5,0,0,7,2025-11-01,5,7000000.0,0.9999998571428775,0.0,0.0
60335 เล่ม 2(41)-2567,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(41) ข้อกำหนดเฉพาะสำหรับเครื่องสูบของเหลว,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
60335 เล่ม 2(65)-2564,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(65) ข้อกำหนดเฉพาะสำหรับเครื่องฟอกอากาศ,22,22,148,99,0,0,170,2025-11-01,121,6.7272724214876165,0.8705882301730105,0.1294117639446367,0.0
60335 เล่ม 2(79)-2563,ความปลอดภัยของเครื่องใช้ไฟฟ้าสำหรับใช้ในที่อยู่อาศัยและเครื่องใช้ไฟฟ้าอื่นที่คล้ายกัน เล่ม 2(79) ข้อกำหนดเฉพาะสำหรับเครื่องทำความสะอาดใช้ความดันสูง และเครื่องทำความสะอาดใช้ไอน้ำ,1,1,69,43,0,0,70,2025-11-01,44,68.99993100006901,0.9857142716326533,0.014285714081632657,0.0
605-2552,ผลิตภัณฑ์ชำระล้าง,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
609-2559,สีพ่นยานยนต์แห้งเร็วไนโตรเซลลูโลส: สีพื้นรองทับหน้า,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
610-2552,น้ำยาลอกสี,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
612-2549,แผ่นพอลิเอสเตอร์เสริมใยแก้ว,0,0,0,0,9,4,9,2025-11-01,4,0.0,0.0,0.0,0.9999998888889013
61215 เล่ม 1(1)-2561,แผงเซลล์แสงอาทิตย์ภาคพื้นดิน - คุณสมบัติการออกแบบและรับรองแบบ เล่ม 1(1) ข้อกำหนดเฉพาะสำหรับการทดสอบ แผงเซลล์แสงอาทิตย์ชนิดผลึกซิลิคอน,0,0,0,0,10,8,10,2025-11-01,8,0.0,0.0,0.0,0.99999990000001
618-2565,สารยึดสำหรับสีและวาร์นิช : แอลคีดเรซิน,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
622-2529,ท่อซีเมนต์ใยหินสำหรับงานระบายน้ำทั่วไป,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
62368 เล่ม 1-2563,บริภัณฑ์เสียง วีดิทัศน์ บริภัณฑ์เทคโนโลยีสารสนเทศและการสื่อสาร เล่ม 1 ข้อกำหนดด้านความปลอดภัย,31,30,627,225,0,0,658,2025-11-01,255,20.225805799167553,0.9528875365457636,0.047112461934479544,0.0
625-2559,ถุงยางอนามัยชายจากน้ำยางธรรมชาติ - คุณลักษณะที่ต้องการและวิธีทดสอบ,0,0,0,0,8,6,8,2025-11-01,6,0.0,0.0,0.0,0.9999998750000157
63-2560,ตู้เหล็กเก็บเอกสารแบบลิ้นชัก,0,0,0,0,9,7,9,2025-11-01,7,0.0,0.0,0.0,0.9999998888889013
632-2551,พอลิไวนิลคลอไรด์เรซิน,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
633-2531,ลูกยางสีข้าว,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
638-2563,แป้งข้าวเจ้า,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
639-2563,แป้งข้าวเหนียว,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
64-2517,ตัวนำไฟฟ้าทองแดงรีดแข็งสำหรับสายส่งกำลังเหนือดิน,0,0,0,0,11,7,11,2025-11-01,7,0.0,0.0,0.0,0.9999999090909174
640 เล่ม 1-2564,เอทานอลใช้ทางเภสัชกรรม,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
640 เล่ม 2-2561,เอทานอลใช้ทางอุตสาหกรรมทั่วไป,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
640 เล่ม 3-2553,เอทานอลใช้เป็นเชื้อเพลิง,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
640 เล่ม 4-2561,เอทานอลสำหรับใช้ในเครื่องสำอาง,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
640 เล่ม 6-2563,เอทานอลสำหรับอุตสาหกรรมอาหาร,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
651-2535,ยางในรถยนต์,0,0,0,0,14,3,14,2025-11-01,3,0.0,0.0,0.0,0.9999999285714337
653-2554,ภาชนะพลาสติกสำหรับบรรจุนมและผลิตภัณฑ์นม,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
655 เล่ม 1-2553,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 1 พอลิเอทิลีน พอลิพรอพิลีน พอลิสไตรีน พอลิเอทิลีนเทเรฟแทเลต พอลิไวนิลแอลกอฮอล์ และพอลิเมทิลเพนทีน,429,398,375,204,0,0,804,2025-11-01,602,0.8741258720882847,0.4664179098676394,0.5335820888885795,0.0
655 เล่ม 2-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 2 พอลิไวนิลคลอไรด์ พอลิคาร์บอเนต พอลิแอไมด์ และพอลิเมทิลเมทาคริเลต,26,24,46,39,0,0,72,2025-11-01,63,1.7692307011834345,0.6388888800154322,0.3611111060956791,0.0
655 เล่ม 3-2554,ภาชนะและเครื่องใช้พลาสติกสำหรับอาหาร เล่ม 3 อะคริโลไนไทรล์-บิวทะไดอีน-สไตรีน และสไตรีน-อะคริโลไนไทรล์,30,29,100,45,0,0,130,2025-11-01,74,3.3333332222222256,0.7692307633136095,0.23076922899408286,0.0
659-2529,เหล็กฉากเจาะรู,0,0,0,0,4,4,4,2025-11-01,4,0.0,0.0,0.0,0.9999997500000625
660-2529,บันไดอะลูมิเนียม,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
683-2562,ยางในสำหรับรถจักรยานยนต์และโมเปด,20,14,12,11,0,0,32,2025-11-01,25,0.5999999700000015,0.3749999882812504,0.6249999804687506,0.0
685 เล่ม 1-2562,ของเล่น: เฉพาะด้านความปลอดภัย เล่ม 1 ข้อกำหนด,149,148,1443,399,0,0,1592,2025-11-01,547,9.68456369339219,0.9064070346065282,0.09359296476533105,0.0
689-2530,ได-2-เอทิลเฮกซิลทาเลต,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
691-2547,สีอีพอกซีสำหรับงานทั่วไป,0,0,0,0,12,11,12,2025-11-01,11,0.0,0.0,0.0,0.9999999166666736
692-2560,กำมะถันสำหรับอุตสาหกรรม,0,0,0,0,2,2,2,2025-11-01,2,0.0,0.0,0.0,0.99999950000025
696-2530,ลูกกวาดและทอฟฟี่,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
697-2530,ยางหุ้มขอบกระจกรถยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
71-2532,ลวดเหล็กเคลือบสังกะสี,0,0,0,0,12,9,12,2025-11-01,9,0.0,0.0,0.0,0.9999999166666736
710-2530,พัดลมไฟฟ้ากระแสสลับชนิดระบายอากาศ,0,0,0,0,2,1,2,2025-11-01,1,0.0,0.0,0.0,0.99999950000025
713-2541,จาระบี,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
716-2532,ลวดเย็บกระดาษ,0,0,0,0,5,2,5,2025-11-01,2,0.0,0.0,0.0,0.99999980000004
717-2530,เครื่องเย็บกระดาษ,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
718-2530,แบตเตอรี่ชนิดตะกั่ว-กรดใช้ประจำที่,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
719-2530,แบตเตอรี่รถจักรยานยนต์,0,0,0,0,1,1,1,2025-11-01,1,0.0,0.0,0.0,0.9999990000010001
721-2551,เข็มขัดนิรภัยสำหรับรถยนต์,22,6,182,52,0,0,204,2025-11-01,58,8.272726896694232,0.8921568583717802,0.10784313672625913,0.0
727-2551,สีโคลทาร์อีพ็อกซี,0,0,0,0,5,5,5,2025-11-01,5,0.0,0.0,0.0,0.99999980000004
729-2553,กระสอบพลาสติก,0,0,0,0,3,3,3,2025-11-01,3,0.0,0.0,0.0,0.9999996666667778
730-2558,วัสดุเชื่อมสิ้นเปลือง - ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไร้สนิม และเหล็กกล้าทนความร้อนด้วยการเชื่อมอาร์กโลหะด้วยมือ - การจำแนกประเภท,0,0,0,0,3,2,3,2025-11-01,2,0.0,0.0,0.0,0.9999996666667778
731-2532,ลวดเชื่อมมีสารพอกหุ้มใช้เชื่อมพอกผิวเหล็กกล้าด้วยอาร์ก,0,0,0,0,7,2,7,2025-11-01,2,0.0,0.0,0.0,0.9999998571428775
