tis_number,tis_name_th,snapshot_date,num_manufacturing_licenses,num_import_licenses,num_display_licenses,num_manufacturing_entrepreneurs,num_import_entrepreneurs,num_display_entrepreneurs,num_total_entrepreneurs,total_licenses,import_to_manufacturing_ratio,import_dependency_ratio,domestic_share_ratio,display_to_total_ratio,risk_score,risk_label
3018-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 8,2025-11-01,11,15,0,9,7,0,16,26,1.3636362396694328,0.5769230547337286,0.4230769068047343,0.0,34.64565597580438,low
3024 เล่ม 1-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 1 คุณลักษณะที่ต้องการสำหรับส่วนประกอบเชื่อมต่อ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3024 เล่ม 2-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 2 คุณลักษณะที่ต้องการสำหรับตัวนำและหลักดิน,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,2025-11-01,0,8,0,0,7,0,7,8,8000000.0,0.9999998750000157,0.0,0.0,62.42957180302474,medium
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,2025-11-01,8,50,0,8,31,0,39,58,6.249999218750098,0.8620689506539837,0.1379310321046374,0.0,45.5142461618643,medium
3056-2563,มอร์ตาร์ฉาบผิวบาง,2025-11-01,0,0,13,0,0,13,13,13,0.0,0.0,0.0,0.9999999230769291,7.062374245472837,low
306-2541,วงล้อรถจักรยานยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3078-2563,มาตรวัดน้ำ,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3202-2564,คอนกรีตแห้งสำเร็จรูป,2025-11-01,0,0,5,0,0,4,4,5,0.0,0.0,0.0,0.99999980000004,19.943661971830988,low
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
321-2560,กระดาษทำลูกฟูก,2025-11-01,0,0,7,0,0,6,6,7,0.0,0.0,0.0,0.9999998571428775,14.218645204560698,low
324-2522,ซี่ล้อรถจักรยานยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,30,63,0,21,40,0,61,93,2.0999999300000023,0.6774193475546307,0.3225806416926813,0.0,35.39300321465058,low
3246-2564,ไนโตรเจนทางการแพทย์,2025-11-01,0,0,6,0,0,2,2,6,0.0,0.0,0.0,0.9999998333333611,33.30203442879499,low
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,2025-11-01,0,0,6,0,0,6,6,6,0.0,0.0,0.0,0.9999998333333611,14.218645204560698,low
327-2553,สีเคลือบเงาแอลคีด,2025-11-01,0,0,31,0,0,26,26,31,0.0,0.0,0.0,0.9999999677419364,3.616762302208311,low
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,2025-11-01,1,0,1,1,0,1,2,2,0.0,0.0,0.9999990000010001,0.499999750000125,33.30203442879499,low
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,2025-11-01,120,16,0,27,9,0,36,136,0.13333333222222224,0.11764705795847752,0.8823529346885813,0.0,8.496234454248953,low
334-2528,โซ่รถจักรยานยนต์,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
337-2545,กลีเซอรีนบริสุทธิ์,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
340-2528,ท่อไอเสียรถยนต์,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
341-2543,ท่อไอเสียรถจักรยานยนต์,2025-11-01,54,39,0,42,16,0,58,93,0.7222222088477369,0.41935483420048564,0.5806451550468263,0.0,22.57194343677044,low
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,2025-11-01,6,6,0,6,6,0,12,12,0.9999998333333611,0.4999999583333368,0.4999999583333368,0.0,32.61285483772559,low
3459-2565,โซ่เหล็กกล้า,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3460-2565,เชื้อเพลิงขยะ,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
348-2559,เหล็กลวดคาร์บอนต่ำ,2025-11-01,9,2,0,8,2,0,10,11,0.22222219753086697,0.1818181652892577,0.8181817438016598,0.0,18.104992878457004,low
349-2561,เหล็กลวดคาร์บอนสูง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
351-2527,โซ่รถจักรยาน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
356-2531,น้ำมันเครื่อง,2025-11-01,0,0,4,0,0,1,1,4,0.0,0.0,0.0,0.9999997500000625,50.0,medium
357-2551,สีรองพื้นสำหรับงานไม้,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
3584-2566,ผนังกระจก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3586-2566,แผ่นพีวีซีมุงหลังคา,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
365-2532,ตะกั่วบัดกรี : แท่ง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
3656-2566,กล่องลวดตาข่าย,2025-11-01,0,0,8,0,0,8,8,8,0.0,0.0,0.0,0.9999998750000157,11.038080333854982,low
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,2025-11-01,39,304,0,21,68,0,89,343,7.7948715950032925,0.8862973735093371,0.113702623575211,0.0,45.33417018795023,medium
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,2025-11-01,0,0,14,0,0,14,14,14,0.0,0.0,0.0,0.9999999285714337,6.58528951486698,low
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,2025-11-01,28,108,0,26,55,0,81,136,3.85714271938776,0.7941176412197233,0.20588235142733566,0.0,40.83378817336782,medium
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,2025-11-01,23,13,0,5,4,0,9,36,0.5652173667296797,0.36111110108024724,0.6388888711419759,0.0,27.980437895538635,low
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,2025-11-01,0,0,30,0,0,9,9,30,0.0,0.0,0.0,0.9999999666666678,9.924882629107982,low
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),2025-11-01,1,6,0,1,6,0,7,7,5.999994000006001,0.857142734693895,0.1428571224489825,0.0,55.28671470368509,medium
378-2531,กระเบื้องคอนกรีตปูพื้น,2025-11-01,0,0,43,0,0,36,36,43,0.0,0.0,0.0,0.9999999767441866,2.6138814871209237,low
379-2556,กระเบื้องหินขัดชนิดสองชั้น,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,2025-11-01,0,0,34,0,0,15,15,34,0.0,0.0,0.0,0.9999999705882362,6.167840375586854,low
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,2025-11-01,0,0,29,0,0,14,14,29,0.0,0.0,0.0,0.9999999655172426,6.58528951486698,low
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,2025-11-01,0,0,17,0,0,16,16,17,0.0,0.0,0.0,0.999999941176474,5.79950289975145,low
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,0,0,609,0,0,351,351,609,0.0,0.0,0.0,0.9999999983579639,0.19072769953051644,low
397-2562,เสาเข็มคอนกรีตเสริมเหล็กแบบแรงเหวี่ยง,2025-11-01,0,0,13,0,0,12,12,13,0.0,0.0,0.0,0.9999999230769291,7.6128566269411335,low
398-2563,เสาเข็มคอนกรีตอัดแรงแบบแรงเหวี่ยง,2025-11-01,0,0,18,0,0,10,10,18,0.0,0.0,0.0,0.9999999444444475,9.014084507042254,low
399-2565,เสาเข็มคอนกรีตเสริมเหล็กขนาดสั้น,2025-11-01,0,0,9,0,0,9,9,9,0.0,0.0,0.0,0.9999998888889013,9.924882629107982,low
4 เล่ม 1-2558,หลอดไฟฟ้าไส้ทังสเตนสำหรับใช้ในที่อยู่อาศัยและที่มีจุดประสงค์ให้แสงสว่างทั่วไปที่คล้ายกัน เล่ม 1 คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,2,4,0,2,4,0,6,6,1.9999990000005,0.6666665555555741,0.33333327777778704,0.0,47.5519733744962,medium
400-2566,เส้นหมี่,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
402-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมยาง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
403-2532,แคลเซียมคาร์บอเนตสำหรับอุตสาหกรรมสีและพลาสติก,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
404-2540,ลวดเหล็กกล้าเคลือบสังกะสีตีเกลียว,2025-11-01,0,0,27,0,0,12,12,27,0.0,0.0,0.0,0.9999999629629643,7.6128566269411335,low
408-2553,ทองแดงและทองแดงเจือสำหรับจุดประสงค์ทั่วไปทางไฟฟ้า : เส้น และแท่ง,2025-11-01,3,3,0,3,1,0,4,6,0.9999996666667778,0.49999991666668053,0.49999991666668053,0.0,44.943658099282615,medium
41-2554,กรดซัลฟิวริกเข้มข้นและโอเลียมสำหรับอุตสาหกรรม,2025-11-01,0,0,11,0,0,11,11,11,0.0,0.0,0.0,0.9999999090909174,8.25508607198748,low
415-2551,สีจราจร,2025-11-01,0,0,20,0,0,16,16,20,0.0,0.0,0.0,0.9999999500000024,5.79950289975145,low
418-2525,โซ่ส่งกำลัง,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
420-2540,ลวดเหล็กกล้าตีเกลียวสำหรับคอนกรีตอัดแรง,2025-11-01,10,32,0,8,19,0,27,42,3.1999996800000323,0.7619047437641728,0.238095232426304,0.0,41.57947640231681,medium
426-2525,ผ้าใบไวนิลอนชนิดเคลือบพีวีซี,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
427-2562,ท่อเหล็กกล้าสำหรับส่งน้ำ,2025-11-01,0,0,17,0,0,14,14,17,0.0,0.0,0.0,0.999999941176474,6.58528951486698,low
431-2567,ประตูน้ำทองแดงเจือแบบลิ้นยก,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
432-2529,ประตูน้ำเหล็กหล่อแบบลิ้นยกสำหรับใช้งานทั่วไป,2025-11-01,0,0,15,0,0,11,11,15,0.0,0.0,0.0,0.9999999333333378,8.25508607198748,low
435-2548,ถังเก็บน้ำพลาสติกเสริมใยแก้ว,2025-11-01,0,0,27,0,0,19,19,27,0.0,0.0,0.0,0.9999999629629643,4.915492957746479,low
436-2525,ตู้เหล็กเก็บบัตรดัชนี,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
437-2529,ตู้นิรภัยกันไฟแบบประตู,2025-11-01,0,0,31,0,0,8,8,31,0.0,0.0,0.0,0.9999999677419364,11.038080333854982,low
438-2556,ถุงเท้าใช้งานทั่วไป,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
439-2556,ถุงเท้านักเรียน,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
442-2525,แผ่นฝอยไม้ซีเมนต์อัดชนิดใช้งานทั่วไป,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
444-2549,วุ้นเส้น,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
45-2552,ยาสีฟัน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
463-2544,สารละลายซอร์บิทอล,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
464-2544,กรดซิทริก,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
468-2550,ไวต์สปิริตสำหรับสีและวาร์นิช,2025-11-01,0,0,7,0,0,6,6,7,0.0,0.0,0.0,0.9999998571428775,14.218645204560698,low
469-2561,สีซีเมนต์,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
47-2561,น้ำมันและไขมันสำหรับบริโภค,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
470-2526,น้ำผึ้ง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
474-2542,ผลิตภัณฑ์ทำความสะอาดประเภทเหลวสำหรับถ้วยชาม,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
479-2541,วัสดุยารอยต่อคอนกรีตแบบยืดหยุ่นชนิดเทร้อน,2025-11-01,0,0,7,0,0,6,6,7,0.0,0.0,0.0,0.9999998571428775,14.218645204560698,low
486-2527,ใยแก้ว,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
49-2560,ลวดเชื่อมไฟฟ้ามีสารพอกหุ้มใช้เชื่อมเหล็กกล้าไม่เจือและเกรนละเอียดด้วยการเชื่อมอาร์กโลหะด้วยมือ,2025-11-01,0,0,7,0,0,6,6,7,0.0,0.0,0.0,0.9999998571428775,14.218645204560698,low
496-2553,ทินเนอร์สำหรับแล็กเกอร์,2025-11-01,22,0,0,21,0,0,21,22,0.0,0.0,0.9999999545454565,0.0,4.460093896713615,low
50-2565,เหล็กกล้าทรงแบนรีดเย็นเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,62,154,0,50,77,0,127,216,2.4838709276795012,0.7129629596622086,0.28703703570816186,0.0,36.33696882503561,low
504-2527,วงกบและกรอบบานไม้สำหรับประตูและหน้าต่าง,2025-11-01,0,0,2,0,0,1,1,2,0.0,0.0,0.0,0.99999950000025,50.0,medium
507-2527,ฟิวส์สำหรับใช้ในที่อยู่อาศัยและงานที่คล้ายคลึงกัน : ตัวยึดฟิวส์,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
51-2562,สับปะรดในภาชนะบรรจุปิดสนิท,2025-11-01,21,2,0,20,2,0,22,23,0.09523809070294806,0.08695651795841226,0.9130434385633287,0.0,8.609920254031701,low
514-2531,เชือกลวดเหล็กกล้า,2025-11-01,0,0,23,0,0,4,4,23,0.0,0.0,0.0,0.999999956521741,19.943661971830988,low
517-2558,ขวดพลาสติกสำหรับบรรจุยาเม็ดและแคปซูล,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
518-2527,ตู้เหล็กเก็บเอกสารกันไฟแบบลิ้นชัก,2025-11-01,0,0,4,0,0,3,3,4,0.0,0.0,0.0,0.9999997500000625,24.953051643192488,low
520-2553,ทินเนอร์สำหรับสีพ่นแห้งเร็วไนโตรเซลลูโลส,2025-11-01,12,0,0,12,0,0,12,12,0.0,0.0,0.9999999166666736,0.0,7.6128566269411335,low
521-2527,กาวยาง,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
523-2564,รองเท้าหนังนิรภัย,2025-11-01,0,0,10,0,0,10,10,10,0.0,0.0,0.0,0.99999990000001,9.014084507042254,low
528-2560,เหล็กกล้าทรงแบนรีดร้อน สำหรับงานทั่วไปและงานดึงขึ้นรูป,2025-11-01,77,249,0,61,83,0,144,326,3.2337661917692704,0.7638036786386391,0.23619631829387633,0.0,38.78723796711135,low
53-2548,ไม้ขีดไฟ,2025-11-01,2,8,0,2,5,0,7,10,3.999998000001,0.7999999200000081,0.19999998000000202,0.0,52.42957393537732,medium
531-2558,ภาชนะพลาสติกสำหรับบรรจุผลิตภัณฑ์เภสัชปราศจากเชื้อ,2025-11-01,16,2,0,14,1,0,15,18,0.12499999218750048,0.11111110493827195,0.8888888395061756,0.0,11.723395687859924,low
535-2556,กระเบื้องคอนกรีตมุงหลังคา,2025-11-01,0,0,15,0,0,6,6,15,0.0,0.0,0.0,0.9999999333333378,14.218645204560698,low
538-2560,ถุงมือยางปราศจากเชื้อสำหรับการศัลยกรรมชนิดใช้ครั้งเดียว,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
539-2564,คาร์บอนไดออกไซด์ทางการแพทย์,2025-11-01,4,0,0,3,0,0,3,4,0.0,0.0,0.9999997500000625,0.0,24.953051643192488,low
540-2564,ออกซิเจนทางการแพทย์,2025-11-01,114,0,0,98,0,0,98,114,0.0,0.0,0.9999999912280703,0.0,0.9181011997913405,low
541-2562,ออกซิเจนอุตสาหกรรม,2025-11-01,0,0,16,0,0,10,10,16,0.0,0.0,0.0,0.9999999375000038,9.014084507042254,low
542-2549,วัสดุเทอร์โมพลาสติกสะท้อนแสงสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,58,0,0,57,57,58,0.0,0.0,0.0,0.999999982758621,1.633479035130322,low
543-2550,ลูกแก้วที่ใช้กับวัสดุทำเครื่องหมายบนผิวทาง,2025-11-01,0,0,24,0,0,21,21,24,0.0,0.0,0.0,0.999999958333335,4.460093896713615,low
545-2528,กระดาษคาร์บอน,2025-11-01,0,0,9,0,0,4,4,9,0.0,0.0,0.0,0.9999998888889013,19.943661971830988,low
547-2541,อิฐทนไฟไฟร์เคลย์,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
548-2541,อิฐทนไฟอะลูมินาสูง,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
55-2562,เหล็กเส้นแบนและสี่เหลี่ยมจัตุรัส,2025-11-01,0,0,3,0,0,2,2,3,0.0,0.0,0.0,0.9999996666667778,33.30203442879499,low
56-2560,น้ำตาลทราย,2025-11-01,0,0,48,0,0,42,42,48,0.0,0.0,0.0,0.9999999791666672,2.2360519707391635,low
561-2549,สีแล็กเกอร์ไนโตรเซลลูโลส,2025-11-01,0,0,7,0,0,7,7,7,0.0,0.0,0.0,0.9999998571428775,12.429577464788732,low
562-2549,แล็กเกอร์ใสไนโตรเซลลูโลส,2025-11-01,0,0,5,0,0,5,5,5,0.0,0.0,0.0,0.99999980000004,16.604068857589986,low
564-2546,ภาชนะเซรามิกที่ใช้กับอาหาร : พอร์ซเลน,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
568-2563,คาร์บอนไดออกไซด์อุตสาหกรรม,2025-11-01,0,0,2,0,0,2,2,2,0.0,0.0,0.0,0.99999950000025,33.30203442879499,low
57-2560,คอนกรีตบล็อกกลวงรับน้ำหนัก,2025-11-01,0,0,14,0,0,13,13,14,0.0,0.0,0.0,0.9999999285714337,7.062374245472837,low
572-2528,พัดลมไฟฟ้ากระแสสลับชนิดส่ายรอบตัว,2025-11-01,0,0,5,0,0,4,4,5,0.0,0.0,0.0,0.99999980000004,19.943661971830988,low
576-2546,แผ่นคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จสำหรับระบบพื้นคอนกรีต,2025-11-01,0,0,80,0,0,59,59,80,0.0,0.0,0.0,0.9999999875000002,1.5758998435054774,low
58-2560,คอนกรีตบล็อกกลวงไม่รับน้ำหนัก,2025-11-01,0,0,63,0,0,60,60,63,0.0,0.0,0.0,0.9999999841269844,1.5485261294543216,low
59-2561,อิฐคอนกรีต,2025-11-01,0,0,3,0,0,3,3,3,0.0,0.0,0.0,0.9999996666667778,24.953051643192488,low
593-2562,ประตูเหล็กม้วนสำหรับงานอาคาร,2025-11-01,0,0,9,0,0,9,9,9,0.0,0.0,0.0,0.9999998888889013,9.924882629107982,low
596-2531,กลอน : ทองเหลืองและอะลูมิเนียมชนิดอัดรีด,2025-11-01,0,0,5,0,0,3,3,5,0.0,0.0,0.0,0.99999980000004,24.953051643192488,low
598-2566,มอร์ตาร์สำหรับก่อ,2025-11-01,0,0,12,0,0,7,7,12,0.0,0.0,0.0,0.9999999166666736,12.429577464788732,low
6 เล่ม 1-2559,แบตเตอรี่ใช้สตาร์ต ชนิดตะกั่ว-กรด เล่ม 1 คุณลักษณะที่ต้องการทั่วไปและวิธีทดสอบ,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
60-2560,คอนกรีตบล็อกเชิงตันรับน้ำหนัก,2025-11-01,0,0,4,0,0,4,4,4,0.0,0.0,0.0,0.9999997500000625,19.943661971830988,low
603-2546,ภาชนะแก้วที่ใช้กับอาหาร,2025-11-01,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.9999990000010001,50.0,medium
