tis_number,tis_name_th,snapshot_date,num_total_entrepreneurs,import_dependency_ratio,entrepreneur_risk_raw,entrepreneur_risk_norm,import_dependency_norm,risk_score,risk_label
258-2521,แหวนรองแบบเรียบ,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2594-2567,ปูนซีเมนต์ไฮดรอลิก,2025-11-01,12,0.10526315235457093,0.07692307692307693,0.15225713253882267,0.10526315359296096,12.87601430658918,low
2595-2566,ปูนซีเมนต์สำหรับงานก่อและงานฉาบ,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2599-2556,ถุงเท้าใช้งานหนัก,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2600-2556,กระเบื้องหินขัดชั้นเดียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2601-2556,คอนกรีตบล็อกมวลเบาแบบเติมฟองอากาศ,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2602-2556,กระจกนิรภัยสำหรับยานยนต์,2025-11-01,70,0.9299191349597867,0.014084507042253521,0.026343979369172783,0.9299191459000119,47.813156263459234,medium
2610-2556,ยูนิตทำฟัน,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2611-2556,วัสดุโคลด์พลาสติกสำหรับทำเครื่องหมายบนผิวทาง,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
2619-2556,กระเบื้องคอนกรีตเสริมประกอบสำหรับมุงหลังคา,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2622-2556,ภาชนะและเครื่องใช้โลหะเคลือบฟลูออโรพอลิเมอร์สำหรับอาหาร,2025-11-01,58,0.9780219672744839,0.01694915254237288,0.032084029601336835,0.9780219787806247,50.50530041909808,medium
2623 เล่ม 2(1)-2560,ลูกถ้วยแขวนในระบบจำหน่ายไฟฟ้า : พอร์ซเลน,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2623 เล่ม 2(2)-2560,ลูกถ้วยแขวนในระบบส่งไฟฟ้า : พอร์ซเลน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2623 เล่ม 3-2563,ลูกถ้วยไฟฟ้า เล่ม 3 ลูกถ้วยล้อ: พอร์ซเลน,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
2623 เล่ม 4-2563,ลูกถ้วยไฟฟ้า เล่ม 4 : ลูกถ้วยยึดโยง: พอร์ซเลน,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2623 เล่ม 7(1)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(1) ลูกถ้วยหลักรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2623 เล่ม 7(2)-2564,ลูกถ้วยไฟฟ้า เล่ม 7(2) ลูกถ้วยหลักก้านตรงรับสายไฟฟ้า : พอร์ซเลน,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
2623 เล่ม 9-2564,ลูกถ้วยไฟฟ้า เล่ม 9 ลูกถ้วยหลักรับอุปกรณ์: พอร์ซเลน,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2625-2557,สีเคลือบแอลคีด : เฉพาะด้านความปลอดภัย,2025-11-01,61,0.015384615147928998,0.016129032258064516,0.030440708768741477,0.01538461532892447,2.2912662048832972,low
2662-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีพื้นรองทับหน้า,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
2663-2557,สีพ่นยานยนต์พอลิยูรีเทนชนิดแยกส่วนผสมสองส่วน : สีทับหน้า,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
2664-2557,สารเคลือบเงาพอลิยูรีเทนชนิดแยกส่วนผสมสองส่วนสำหรับยานยนต์,2025-11-01,11,0.0,0.08333333333333333,0.1651017214397496,0.0,8.25508607198748,low
2667-2558,แผ่นยางรองรางรถไฟ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2668-2558,ยางล้อตันสำหรับรถฟอร์กลิฟต์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2676-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับใช้งานทั่วไป,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2682-2563,เม็ดยางใช้ทำพื้นสังเคราะห์,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2683-2563,พื้นสังเคราะห์,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
2685-2558,แผ่นอะคริลิกใช้งานทั่วไป : แผ่นหล่อต่อเนื่อง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2689-2558,ท่อเหล็กกล้าไร้สนิมออสเทไนต์สำหรับโครงสร้างงานตกแต่ง,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
27-2543,ถังก๊าซปิโตรเลียมเหลว,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
2701-2559,ซีเมนต์ไฮดรอลิกเกร้าต์,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2703-2566,กาวซีเมนต์,2025-11-01,16,0.0,0.058823529411764705,0.115990057995029,0.0,5.79950289975145,low
2706-2559,มอร์ตาร์สำหรับก่อคอนกรีตบล็อกมวลเบา,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
2707-2560,ถังก๊าซ - ถังอะลูมิเนียมเจือมีรอยเชื่อมประเภทบรรจุก๊าซซ้ำ - การออกแบบ การสร้าง และการทดสอบ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
271-2563,บะหมี่กึ่งสำเร็จรูป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2718-2560,ยางล้อแบบสูบลมสำหรับรถยนต์และส่วนพ่วง,2025-11-01,117,0.9672131131685031,0.00847457627118644,0.015103047664518181,0.967213124547481,49.11580861059996,medium
2719-2560,ยางล้อแบบสูบลม สำหรับรถยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,136,0.9459459438154371,0.0072992700729927005,0.01274802097255063,0.9459459549442129,47.93469879583817,medium
272-2564,สีอิมัลชันใช้งานทั่วไป,2025-11-01,29,0.0,0.03333333333333333,0.06491392801251956,0.0,3.2456964006259783,low
2720-2560,ยางล้อแบบสูบลมสำหรับรถจักรยานยนต์และโมเปด,2025-11-01,84,0.8771929773263568,0.011764705882352941,0.021695664181165423,0.8771929876462742,44.944432591371985,medium
2721-2560,ยางล้อสูบลม : ข้อกำหนดด้านเสียงจากยางล้อที่สัมผัสผิวถนน การยึดเกาะถนนบนพื้นเปียก และความต้านทานการหมุน,2025-11-01,174,0.9658792638243054,0.005714285714285714,0.009572099262240109,0.9658792751875909,48.77256872249155,medium
2731-2559,แอสฟัลต์ซีเมนต์ปรับปรุงคุณภาพด้วยยางธรรมชาติ,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
2733-2559,น้ำยางคอมพาวด์เคลือบผ้าปูสระกักเก็บน้ำ,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2735-2559,มอร์ตาร์สำหรับฉาบคอนกรีตมวลเบา,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
2737-2559,กระจกอบแข็งด้วยความร้อน,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
274-2565,แป้งมันสำปะหลัง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2753-2567,เหล็กกล้าทรงแบนเคลือบอะลูมิเนียม 55% ผสมสังกะสี โดยกรรมวิธีจุ่มร้อนและเคลือบสี,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
276-2562,ท่อเหล็กกล้าคาร์บอนชนิดทนความดัน,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
2762-2559,ลูกถ้วยแยกสายไฟฟ้าพอร์ซเลนชนิดเคลือบเซรามิกพร้อมพอลิเมอร์ยึดสายไฟฟ้า,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2764-2559,ท่อลอนพอลิเอทิลีนเสริมเหล็ก,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2773-2560,รถตัดอ้อย,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2774-2560,กำมะถันสำหรับอุตสาหกรรมยาง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2779-2562,หลอดแอลอีดีขั้วคู่ที่ออกแบบเพื่อเปลี่ยนทดแทนหลอดฟลูออเรสเซนซ์ชนิดตรง-คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,112,0.9060402623755687,0.008849557522123894,0.0158544185466783,0.9060402730348659,46.09473457907721,medium
2780-2562,หลอดแอลอีดีมีบัลลาสต์ในตัวสำหรับการให้แสงสว่างทั่วไป ด้วยแรงดันไฟฟ้ามากกว่า 50 V - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,130,0.9427083284233941,0.007633587786259542,0.013417912052467477,0.9427083395140804,47.80631257832739,medium
279-2525,ลูกถ้วยก้านตรง : ปอร์ซเลน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2817-2562,เหล็กโครงสร้างรูปพรรณขึ้นรูปเย็นเคลือบโลหะ สำหรับงานโครงสร้างทั่วไป,2025-11-01,12,0.0,0.07692307692307693,0.15225713253882267,0.0,7.6128566269411335,low
2821-2560,พอลิอะลูมิเนียมคลอไรด์ชนิดผง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
284-2560,อะลูมิเนียมเจืออัดรีดขึ้นรูป,2025-11-01,22,0.0,0.043478260869565216,0.08524188609920391,0.0,4.262094304960195,low
287-2565,กระดาษพิมพ์และเขียน,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2879-2560,แบตเตอรี่สำรองไฟฟ้าสำหรับการใช้งานแบบพกพา - คุณลักษณะที่ต้องการด้านความปลอดภัย,2025-11-01,119,0.9344262244020425,0.008333333333333333,0.014820031298904537,0.9344262353952922,47.46231333470984,medium
2892-2563,ซีเมนต์ยาแนวสำหรับกระเบื้องเซรามิก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2895-2564,คอนกรีตบล็อกเชิงตันไม่รับน้ำหนัก,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
2900-2561,แท่นพลาสติกกั้นจราจร,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
291 เล่ม 1-2530,สลักเกลียวหัวหกเหลี่ยม เล่ม 1 ผลิตภัณฑ์ขั้น A และ B,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2915-2561,รถจักรยานยนต์เฉพาะด้านความปลอดภัย - สารมลพิษจากเครื่องยนต์ ระดับที่ 7,2025-11-01,33,0.5652173831127916,0.029411764705882353,0.05705606186136426,0.5652173897624079,31.11367258118861,low
2916-2561,ยางมะตอยผสมสำเร็จ,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
2917-2561,ท่อพอลิเอทิลีนผนังโครงสร้างแบบเรียบสำหรับงานท่อใต้ดิน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2919-2561,คอนกรีตผสมเสร็จสำหรับสภาพแวดล้อมทางทะเล,2025-11-01,10,0.0,0.09090909090909091,0.18028169014084508,0.0,9.014084507042254,low
2921-2562,ภาชนะและเครื่องใช้เมลามีน-ฟอร์แมลดีไฮด์ ยูเรีย-ฟอร์แมลดีไฮด์ และเมลามีน-ยูเรีย-ฟอร์แมลดีไฮด์ สำหรับอาหาร: เฉพาะด้านความปลอดภัย,2025-11-01,41,0.7272727107438021,0.023809523809523808,0.04583053878828526,0.7272727192999516,38.655162904411846,low
293-2541,สายไฟฟ้าอะลูมิเนียมหุ้มด้วยฉนวนโพลิไวนิลคลอไรด์,2025-11-01,37,0.16326530279050402,0.02631578947368421,0.0508524833209785,0.1632653047112723,10.705889401612538,low
2948-2562,กระดาษสัมผัสอาหาร,2025-11-01,7,0.0,0.125,0.24859154929577465,0.0,12.429577464788732,low
2952-2561,ยานยนต์ประเภท L : คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2959-2562,เทอร์โมฟอร์มิงรับเบอร์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2973-2562,พอลิเมอร์เสริมเส้นใย สำหรับงานโครงสร้างคอนกรีตไม่อัดแรง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
2979-2562,ยางล้อแบบสูบลมหล่อดอกซ้ำ สำหรับยานยนต์เชิงพาณิชย์และส่วนพ่วง,2025-11-01,39,0.0,0.025,0.048215962441314555,0.0,2.410798122065728,low
2981-2567,เหล็กกล้าทรงแบนเคลือบสังกะสีผสมอะลูมิเนียม 5% ขึ้นไป และแมกนีเซียม 2% ขึ้นไป โดยกรรมวิธีจุ่มร้อน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
2982-2562,เหล็กกล้าทรงแบนรีดร้อนที่ต้านการกัดกร่อนในบรรยากาศ สำหรับงานโครงสร้างเชื่อมประกอบ,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
2984-2562,ตู้น้ำดื่มหยอดเหรียญอัตโนมัติ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3-2562,น้ำปลา,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
30-2564,ไนทรัสออกไซด์ทางการแพทย์,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
3000 เล่ม 1-2562,เครื่องเล่นสนามสาธารณะ เล่ม 1 ชิงช้า ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัยและวิธีทดสอบ,2025-11-01,15,0.4999999687500019,0.0625,0.12335680751173708,0.4999999746323545,31.16783910720458,low
3000 เล่ม 2-2562,เครื่องเล่นสนามสาธารณะ เล่ม 2 กระดานลื่น ข้อกำหนดเฉพาะเพิ่มเติมด้านความปลอดภัย และวิธีทดสอบ,2025-11-01,15,0.5294117335640156,0.0625,0.12335680751173708,0.529411739792389,32.638427365206304,low
3000 เล่ม 3-2563,เครื่องเล่นสนามสาธารณะ เล่ม 3 ม้าหมุน,2025-11-01,15,0.5624999648437522,0.0625,0.12335680751173708,0.5624999714613989,34.292838948656794,low
3000 เล่ม 4-2563,เครื่องเล่นสนามสาธารณะ เล่ม 4 อุปกรณ์โยก,2025-11-01,18,0.5999999700000015,0.05263157894736842,0.10358290091425747,0.5999999770588247,35.17914389865411,low
3002-2562,อุปกรณ์ควบคุมหลอด - คุณลักษณะที่ต้องการเฉพาะสำหรับอุปกรณ์ควบคุมอิเล็กทรอนิกส์ ที่ใช้แหล่งจ่ายไฟฟ้ากระแสตรงหรือไฟฟ้ากระแสสลับสำหรับมอดูลแอลอีดี,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3017-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟ เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 10,2025-11-01,30,0.8214285567602044,0.03225806451612903,0.06275935180978343,0.8214285664240698,44.20939591169266,medium
3018-2563,รถยนต์ขนาดเล็กที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 8,2025-11-01,16,0.5769230547337286,0.058823529411764705,0.115990057995029,0.5769230615210587,34.64565597580438,low
3024 เล่ม 1-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 1 คุณลักษณะที่ต้องการสำหรับส่วนประกอบเชื่อมต่อ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3024 เล่ม 2-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 2 คุณลักษณะที่ต้องการสำหรับตัวนำและหลักดิน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3024 เล่ม 4-2563,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 4 คุณลักษณะที่ต้องการสำหรับตัวยึดตัวนำ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3024 เล่ม 5-2564,ส่วนประกอบระบบป้องกันฟ้าผ่า (LPSC) เล่ม 5 คุณลักษณะที่ต้องการสำหรับกล่องตรวจสอบหลักดินและซีลหลักดิน,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3026-2563,ยานยนต์ประเภท M และ N: คุณลักษณะเฉพาะสำหรับระบบส่งกำลังด้วยไฟฟ้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3029-2563,มอร์ตาร์ควบคุมการกัดกร่อนของเหล็กโครงสร้างในคอนกรีต,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3030-2563,เครื่องตรวจวัดฝุ่นละอองลอยหลักการไฟฟ้าสถิต,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3043-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยประกายไฟที่ใช้ก๊าซธรรมชาติหรือก๊าซปิโตรเลียมเหลวเป็นเชื้อเพลิง เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 3,2025-11-01,7,0.9999998750000157,0.125,0.24859154929577465,0.9999998867647202,62.42957180302474,medium
3046-2563,รถยนต์ขนาดใหญ่ที่ใช้เครื่องยนต์แบบจุดระเบิดด้วยการอัด เฉพาะด้านความปลอดภัย : สารมลพิษจากเครื่องยนต์ ระดับที่ 6,2025-11-01,39,0.8620689506539837,0.025,0.048215962441314555,0.8620689607959714,45.5142461618643,medium
3056-2563,มอร์ตาร์ฉาบผิวบาง,2025-11-01,13,0.0,0.07142857142857142,0.14124748490945674,0.0,7.062374245472837,low
306-2541,วงล้อรถจักรยานยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3078-2563,มาตรวัดน้ำ,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
310-2522,ท่อเหล็กกล้าสำหรับทำรถจักรยาน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3173-2564,สารสกัดจากกัญชงที่มีปริมาณแคนนาบิไดออลรวม ไม่น้อยกว่า 80% โดยมวล,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
319 เล่ม 2-2551,ปูนไลม์อุตสาหกรรม เล่ม 2 ปูนขาว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3202-2564,คอนกรีตแห้งสำเร็จรูป,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
3209-2564,เครื่องยนต์แก๊สโซลีนขนาดเล็กระบายความร้อนด้วยอากาศ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
321-2560,กระดาษทำลูกฟูก,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
324-2522,ซี่ล้อรถจักรยานยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3243-2564,เหล็กกล้าทรงแบนรีดร้อนเคลือบสังกะสีโดยกรรมวิธีจุ่มร้อน,2025-11-01,61,0.6774193475546307,0.016129032258064516,0.030440708768741477,0.6774193555242701,35.39300321465058,low
3246-2564,ไนโตรเจนทางการแพทย์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3250-2564,ตัวแยกสายชนิดพอลิเมอร์พร้อมอุปกรณ์จับยึดสายไฟฟ้า,2025-11-01,6,0.0,0.14285714285714285,0.28437290409121396,0.0,14.218645204560698,low
327-2553,สีเคลือบเงาแอลคีด,2025-11-01,26,0.0,0.037037037037037035,0.07233524604416622,0.0,3.616762302208311,low
328-2551,สีอะลูมิเนียมรองพื้นสำหรับงานไม้,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3286-2564,ลวดชุบแข็งและอบคืนตัวสำหรับคอนกรีตอัดแรง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
329-2542,ผลิตภัณฑ์ทำความสะอาดประเภทกรดสำหรับกระเบื้องและเครื่องสุขภัณฑ์เซรามิก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
331-2561,อะลูมิเนียมทรงแบนรีดเย็น สำหรับงานทั่วไปและงานขึ้นรูป,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
332-2537,เครื่องดับเพลิงยกหิ้วชนิดผงเคมีแห้ง,2025-11-01,36,0.11764705795847752,0.02702702702702703,0.05227762974241847,0.11764705934256056,8.496234454248953,low
334-2528,โซ่รถจักรยานยนต์,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
3357-2565,เสาเข็มเหล็กกล้าแบบเกลียว,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3359-2565,อะลูมิเนียมกันกร่อนสำหรับป้องกันสนิมแบบแคโทดิก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
337-2545,กลีเซอรีนบริสุทธิ์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3399-2565,น้ำยางคอมพาวนด์สำหรับปรับคุณภาพดินซีเมนต์,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
340-2528,ท่อไอเสียรถยนต์,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
341-2543,ท่อไอเสียรถจักรยานยนต์,2025-11-01,58,0.41935483420048564,0.01694915254237288,0.032084029601336835,0.41935483913407195,22.57194343677044,low
3412-2565,ถังก๊าซปิโตรเลียมเหลวสำหรับรถโฟล์คลิฟท์: ถังโลหะ,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
3413-2565,ลูกบอลดับเพลิงอัตโนมัติ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3426-2565,เสาเข็มคอนกรีตกำลังสูงอัดแรงแบบแรงเหวี่ยง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3438-2565,กระดาษสัมผัสอาหารสำหรับปรุงอาหารด้วยความร้อน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
344-2562,ขั้วรับหลอดฟลูออเรสเซนซ์และขั้วรับสตาร์ตเตอร์,2025-11-01,12,0.4999999583333368,0.07692307692307693,0.15225713253882267,0.49999996421568926,32.61285483772559,low
3459-2565,โซ่เหล็กกล้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3460-2565,เชื้อเพลิงขยะ,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
348-2559,เหล็กลวดคาร์บอนต่ำ,2025-11-01,10,0.1818181652892577,0.09090909090909091,0.18028169014084508,0.18181816742829496,18.104992878457004,low
349-2561,เหล็กลวดคาร์บอนสูง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
351-2527,โซ่รถจักรยาน,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
353-2566,ตู้เหล็กใช้ในสำนักงานแบบประตู,2025-11-01,5,0.0,0.16666666666666666,0.3320813771517997,0.0,16.604068857589986,low
3554-2566,ปั๊มไฮดรอลิกแบบใบพัดสำหรับอุตสาหกรรมทั่วไป,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
356-2531,น้ำมันเครื่อง,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
357-2551,สีรองพื้นสำหรับงานไม้,2025-11-01,3,0.0,0.25,0.4990610328638498,0.0,24.953051643192488,low
3584-2566,ผนังกระจก,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3586-2566,แผ่นพีวีซีมุงหลังคา,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
3606-2566,เครื่องจักรผสมวัตถุระเบิดแอนโฟสำหรับใช้ในงานอุตสาหกรรม,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
365-2532,ตะกั่วบัดกรี : แท่ง,2025-11-01,2,0.0,0.3333333333333333,0.6660406885758998,0.0,33.30203442879499,low
3656-2566,กล่องลวดตาข่าย,2025-11-01,8,0.0,0.1111111111111111,0.22076160667709963,0.0,11.038080333854982,low
366-2547,เตารีดไฟฟ้า เฉพาะด้านความปลอดภัย,2025-11-01,89,0.8862973735093371,0.011111111111111112,0.02038601982263954,0.886297383936365,45.33417018795023,medium
368-2562,หมวกนิรภัยสำหรับงานอุตสาหกรรม,2025-11-01,14,0.0,0.06666666666666667,0.1317057902973396,0.0,6.58528951486698,low
369-2557,หมวกนิรภัยสำหรับผู้ใช้รถจักรยานยนต์,2025-11-01,81,0.7941176412197233,0.012195121951219513,0.022558112905072713,0.7941176505622838,40.83378817336782,medium
370-2552,ถังก๊าซปิโตรเลียมเหลวสำหรับเครื่องยนต์สันดาปภายใน,2025-11-01,9,0.36111110108024724,0.1,0.19849765258215962,0.3611111053286131,27.980437895538635,low
371-2530,แคตอิออนิกแอสฟัลต์อิมัลชันสำหรับถนน,2025-11-01,9,0.0,0.1,0.19849765258215962,0.0,9.924882629107982,low
3778 เล่ม 1-2567,บันไดเลื่อน และทางเลื่อนอัตโนมัติ ข้อกำหนดด้านความปลอดภัย เล่ม 1 ข้อกำหนดสากลด้านความปลอดภัยที่จำเป็น (GESR),2025-11-01,7,0.857142734693895,0.125,0.24859154929577465,0.8571427447779272,55.28671470368509,medium
378-2531,กระเบื้องคอนกรีตปูพื้น,2025-11-01,36,0.0,0.02702702702702703,0.05227762974241847,0.0,2.6138814871209237,low
379-2556,กระเบื้องหินขัดชนิดสองชั้น,2025-11-01,4,0.0,0.2,0.39887323943661973,0.0,19.943661971830988,low
382-2531,ประตูน้ำเหล็กหล่อ : ลิ้นปีกผีเสื้อ,2025-11-01,15,0.0,0.0625,0.12335680751173708,0.0,6.167840375586854,low
383-2529,ประตูน้ำเหล็กหล่อ : ลิ้นกันกลับชนิดแกว่ง,2025-11-01,14,0.0,0.06666666666666667,0.1317057902973396,0.0,6.58528951486698,low
384 เล่ม 1-2567,หม้อแปลงไฟฟ้ากำลัง เล่ม 1 ข้อกำหนดทั่วไป,2025-11-01,16,0.0,0.058823529411764705,0.115990057995029,0.0,5.79950289975145,low
386-2567,เทปกาวพลาสติกไซซ์พอลิไวนิลคลอไรด์สำหรับใช้ในงานทางไฟฟ้า,2025-11-01,1,0.0,0.5,1.0,0.0,50.0,medium
396-2549,เสาเข็มคอนกรีตเสริมเหล็กอัดแรงหล่อสำเร็จ,2025-11-01,351,0.0,0.002840909090909091,0.0038145539906103286,0.0,0.19072769953051644,low
